country,year,co2,coal_co2,cement_co2,gas_co2,oil_co2,methane
Ireland,2002,46.081,11.315,1.86,8.633,23.796,16.95
Ireland,2003,45.683,10.843,2.127,8.84,23.271,17.53
Ireland,2004,46.166,10.207,2.295,8.757,24.455,16.58
Ireland,2005,48.156,11.16,2.357,8.4,25.776,16.11
Ireland,2006,47.604,10.021,2.348,9.429,25.36,16.07
Ireland,2007,47.664,9.671,2.374,10.208,24.828,15.44
Ireland,2008,47.367,9.644,2.107,10.772,24.387,15.16
Ireland,2009,42.18,8.605,1.327,10.382,21.401,14.89
Ireland,2010,41.794,8.427,1.105,11.365,20.275,14.5
Ireland,2011,38.097,8.354,0.966,9.85,18.365,14.46
Ireland,2012,38.242,9.652,1.177,9.523,17.445,14.85
Ireland,2013,37.292,8.805,1.112,9.067,17.603,15.24
Ireland,2014,36.909,8.687,1.461,8.796,17.385,15.58
Ireland,2015,38.688,9.332,1.652,8.888,18.235,15.91
Ireland,2016,40.156,9.008,1.794,9.91,18.834,16.49
Ireland,2017,39.133,7.935,1.84,10.152,18.669,16.49
Ireland,2018,39.195,6.473,1.916,10.599,19.568,16.49
Ireland,2019,37.275,4.52,1.893,10.836,19.517,16.49
Ireland,2020,33.349,3.345,1.893,10.815,16.787,16.49
Israel,1991,36.148,10.861,1.194,0.048,24.046,8.61
Israel,1992,42.082,13.37,1.302,0.048,27.363,8.9
Israel,1993,44.235,15.112,1.457,0.048,27.618,9.18
Israel,1994,47.475,16.017,1.506,0.044,29.908,9.48
Israel,1995,49.866,17.551,1.9,0.044,30.371,9.76
Israel,1996,51.936,20.907,1.673,0.029,29.327,10.07
Israel,1997,54.866,23.047,1.719,0.029,30.07,10.13
Israel,1998,56.01,24.791,2.189,0.022,29.008,10.21
Israel,1999,54.756,24.208,2.273,0.018,28.257,10.29
Israel,2000,59.519,28.202,2.152,0.018,29.147,10.36
Israel,2001,63.024,30.583,1.82,0.018,30.602,9.05
Israel,2002,59.301,29.257,1.821,0.015,28.209,7.71
Israel,2003,62.415,29.726,1.885,0.015,30.789,6.41
Israel,2004,58.679,30.043,1.946,2.18,24.511,6.9
Israel,2005,56.524,27.823,2.158,3.004,23.54,7.48
Israel,2006,62.149,29.922,2.265,4.254,25.708,7.85
Israel,2007,62.8,30.309,2.271,5.089,25.131,8
Israel,2008,67.98,29.585,2.171,7.017,29.207,8.08
Israel,2009,63.861,27.088,1.815,7.823,27.136,8.24
Israel,2010,68.287,28.07,2.023,10.08,28.114,8.21
Israel,2011,68.595,29.001,2.251,9.343,28,8.88
Israel,2012,74.785,32.575,2.252,4.814,35.143,9.55
Israel,2013,63.132,26.716,2.17,11.293,22.953,10.23
Israel,2014,60.352,25.305,2.292,12.473,20.281,10.9
Israel,2015,62.975,25.089,2.233,13.785,21.868,11.58
Israel,2016,61.219,20.834,1.983,15.689,22.713,11.73
Israel,2017,58.873,18.834,1.982,16.691,21.366,11.73
Israel,2018,60.546,18.129,1.775,18.075,22.567,11.73
Israel,2019,62.394,19.161,1.775,18.502,22.955,11.73
Israel,2020,56.351,15.406,1.775,19.407,19.763,11.73
Italy,1991,439.094,65.966,15.692,94.755,253.653,53.57
Italy,1992,439.315,58.065,16.427,94.458,261.299,53.56
Italy,1993,431.605,52.079,14.065,96.872,259.336,53.03
Italy,1994,425.797,54.772,13.791,92.794,255.512,53.23
Italy,1995,449.826,58.417,15.31,102.913,264.199,52.91
Italy,1996,444.029,53.524,13.988,106.19,261.84,53.4
Italy,1997,449.754,54.146,14.233,109.923,262.769,53.78
Italy,1998,461.946,54.867,14.538,118.555,265.487,53.35
Italy,1999,466.425,53.94,15.277,129.051,260.378,53.19
Italy,2000,470.493,56.032,15.862,134.813,255.591,53.87
Italy,2001,470.576,59.024,16.394,135.107,251.793,51.95
Italy,2002,478.005,60.016,16.289,135.865,257.677,52.05
Italy,2003,495.965,65.126,16.938,149.024,255.95,51.51
Italy,2004,501.568,72.217,17.408,154.662,248.802,50.27
Italy,2005,502.26,71.265,17.403,165.66,239.416,50.2
Italy,2006,496.892,70.787,17.474,162.585,237.474,49.2
Italy,2007,490.603,70.675,17.914,163.512,230.018,49.28
Italy,2008,478.903,68.139,16.127,167.142,219.441,49.37
Italy,2009,424.739,52.388,13.341,154.034,198.742,49.17
Italy,2010,436.154,58.218,13.276,164.347,193.786,49.28
Italy,2011,424.278,65.439,12.583,153,186.434,47.12
Italy,2012,403.447,66.959,10.071,147.714,172.402,48.01
Italy,2013,369.834,57.782,8.877,137.701,159.32,45.96
Italy,2014,349.582,55.837,8.339,121.589,158.004,45.12
Italy,2015,361.302,53.063,8.196,132.756,161.657,45.01
Italy,2016,358.061,48.559,7.68,140.758,155.91,44.74
Italy,2017,352.85,42.04,7.711,148.751,148.862,44.74
Italy,2018,349.02,39.424,7.757,143.665,152.699,44.74
Italy,2019,339.772,30.658,7.912,146.422,148.969,44.74
Italy,2020,303.815,22.704,7.912,139.951,127.438,44.74
Jamaica,1991,7.751,0.136,0.192,0.018,7.423,1.12
Jamaica,1992,7.709,0.176,0.238,0.018,7.295,1.18
Jamaica,1993,8.001,0.147,0.226,0.018,7.628,1.18
Jamaica,1994,8.189,0.139,0.223,0.018,7.826,1.15
Jamaica,1995,9.173,0.147,0.263,0.018,8.764,1.16
Jamaica,1996,9.688,0.169,0.271,0.018,9.248,1.12
Jamaica,1997,10.068,0.179,0.238,0.018,9.651,1.1
Jamaica,1998,9.694,0.187,0.263,0.018,9.244,1.11
Jamaica,1999,9.958,0.191,0.241,0.018,9.526,1.12
Jamaica,2000,10.314,0.191,0.275,0.018,9.849,1.13
Jamaica,2001,10.576,0.139,0.266,0.018,10.171,1.15
Jamaica,2002,10.203,0.234,0.277,0.018,9.691,1.13
Jamaica,2003,10.667,0.227,0.313,0.018,10.127,1.17
Jamaica,2004,10.574,0.176,0.315,0.018,10.083,1.11
Jamaica,2005,10.417,0.154,0.282,0.018,9.981,1.09
Jamaica,2006,11.577,0.073,0.314,0.018,11.19,0.93
Jamaica,2007,10.749,0.095,0.27,0.018,10.384,0.88
Jamaica,2008,10.78,0.128,0.301,0.018,10.351,0.83
Jamaica,2009,7.934,0.136,0.386,0.018,7.412,0.86
Jamaica,2010,7.677,0.114,0.327,0.018,7.236,0.82
Jamaica,2011,8.256,0.213,0.327,0.018,7.716,0.83
Jamaica,2012,7.913,0.194,0.339,0.018,7.379,0.85
Jamaica,2013,8.492,0.235,0.362,0.018,7.896,0.85
Jamaica,2014,7.697,0.275,0.413,0.018,7.009,0.83
Jamaica,2015,7.995,0.267,0.418,0.018,7.31,0.84
Jamaica,2016,8.163,0.256,0.396,0.018,7.493,0.82
Jamaica,2017,7.798,0.216,0.36,0.202,7.02,0.82
Jamaica,2018,8.039,0.231,0.319,0.187,7.302,0.82
Jamaica,2019,8.045,0.357,0.334,0.226,7.128,0.82
Jamaica,2020,7.429,0.53,0.38,0.212,6.307,0.82
Japan,1991,1169.692,317.769,40.347,126.994,672.952,37.21
Japan,1992,1179.396,312.121,41.666,128.435,686.492,37.1
Japan,1993,1172.339,317.584,41.224,131.217,671.911,36.49
Japan,1994,1227.273,325.23,42.297,137.668,711.884,36.19
Japan,1995,1239.62,335.138,42.142,142.649,709.194,35
Japan,1996,1251.531,343.97,42.56,148.448,706.119,33.5
Japan,1997,1244.781,349.465,39.926,153.034,691.903,32.76
Japan,1998,1204.993,327.323,35.363,156.33,676.069,31.29
Japan,1999,1241.611,345.193,35.01,165.804,685.548,30.76
Japan,2000,1264.375,372.047,35.086,170.604,676.305,30.13
Japan,2001,1249.766,381.113,34.374,169.623,654.633,28.88
Japan,2002,1279.12,398.258,32.417,173.419,665.588,28.08
Japan,2003,1287.468,411.672,31.935,178.652,655.73,27.6
Japan,2004,1282.862,419.646,31.276,177.565,644.611,27.47
Japan,2005,1290.371,430.174,32.28,176.001,641.72,27.15
Japan,2006,1267.362,427.283,31.991,192.654,604.922,26.78
Japan,2007,1303.134,444.764,30.658,209.122,607.541,26.42
Japan,2008,1232.314,426.081,28.553,204.485,562.91,25.77
Japan,2009,1163.213,411.06,25.308,202.177,515.912,25.28
Japan,2010,1214.816,445.734,24.321,213.342,521.744,24.96
Japan,2011,1264.866,430.265,24.983,247.923,552.341,23.8
Japan,2012,1306.01,449.801,25.625,257.022,564.169,23.44
Japan,2013,1315.343,480.985,26.805,256.491,541.441,23.16
Japan,2014,1263.729,472.226,26.557,258.548,496.795,22.66
Japan,2015,1223.396,465.629,25.936,246.429,476.372,21.93
Japan,2016,1203.718,456.358,25.969,251.596,460.901,21.45
Japan,2017,1188.123,458.309,26.429,245.717,448.76,21.45
Japan,2018,1143.458,441.8,26.183,233.969,432.718,21.45
Japan,2019,1105.929,432.133,25.376,224.222,415.703,21.45
Japan,2020,1030.775,402.979,25.376,216.544,377.382,21.45
Jordan,1991,9.904,0.832,0.565,0.224,9.116,8.74
Jordan,1992,11.984,0.832,1.289,0.245,10.45,9.26
Jordan,1993,11.774,0.832,1.434,0.289,10.051,9.7
Jordan,1994,13.25,0.832,1.62,0.48,11.15,10.03
Jordan,1995,13.208,0.832,1.41,0.432,11.366,9
Jordan,1996,13.825,0.832,1.401,0.418,12.007,7.93
Jordan,1997,14.074,0.832,1.287,0.462,12.326,6.84
Jordan,1998,14.253,0.832,1.041,0.469,12.743,5.75
Jordan,1999,14.267,0.832,1.047,0.465,12.754,4.73
Jordan,2000,15.2,0.832,1.021,0.443,13.736,3.63
Jordan,2001,15.61,0.832,1.202,0.473,13.935,3.72
Jordan,2002,16.42,0.832,1.321,0.429,14.671,3.84
Jordan,2003,16.982,0.832,1.278,0.487,15.217,3.95
Jordan,2004,18.671,0.832,1.391,2.737,14.542,4.05
Jordan,2005,20.437,0.832,1.41,3.166,15.861,4.2
Jordan,2006,20.526,0.832,1.4,4.584,14.542,4.3
Jordan,2007,21.436,0.832,1.541,5.506,14.39,4.51
Jordan,2008,20.718,0.832,1.566,6.236,12.916,4.75
Jordan,2009,21.337,0.832,1.394,7.061,12.883,4.8
Jordan,2010,20.615,0.832,1.409,5.236,13.971,4.94
Jordan,2011,21.244,0.832,0.996,1.997,18.25,5.11
Jordan,2012,23.814,0.832,1.412,1.509,20.893,5.26
Jordan,2013,23.813,0.832,1.463,1.869,19.65,5.44
Jordan,2014,25.895,1.315,1.537,0.619,22.424,5.64
Jordan,2015,25.556,0.682,1.572,4.005,19.298,5.79
Jordan,2016,24.346,0.854,1.676,6.98,14.836,6.05
Jordan,2017,25.561,0.579,1.767,8.031,15.184,6.05
Jordan,2018,25.26,0.791,1.792,7.867,14.81,6.05
Jordan,2019,25.745,0.635,1.792,8.363,14.955,6.05
Jordan,2020,25.487,0.639,1.792,8.538,14.519,6.05
Kazakhstan,1991,271.695,168.479,0.804,26.893,57.253,54.1
Kazakhstan,1992,247.263,157.755,0.699,25.878,45.962,48.77
Kazakhstan,1993,219.593,140.325,0.353,24.058,38.299,45.56
Kazakhstan,1994,185.658,114.652,0.169,22.653,31.888,43.66
Kazakhstan,1995,178.381,112.042,0.098,18.152,31.772,37.64
Kazakhstan,1996,163.941,101.402,0.016,16.168,31.071,33.7
Kazakhstan,1997,155.571,91.536,0.047,15.379,32.566,30.19
Kazakhstan,1998,150.161,86.867,0.01,14.678,31.975,27.44
Kazakhstan,1999,124.986,77.61,0.007,9.787,20.162,23.92
Kazakhstan,2000,149.054,91.736,0.002,14.542,25.427,26.74
Kazakhstan,2001,143.585,89.401,0.158,11.562,24.955,29.2
Kazakhstan,2002,161.037,92.314,0.027,14.307,36.546,32.07
Kazakhstan,2003,178.962,103.347,0.001,16.175,40.413,31.7
Kazakhstan,2004,188.547,109.963,0.346,17.446,42.146,33.99
Kazakhstan,2005,201.8,110.079,0.355,18.73,52.772,33.6
Kazakhstan,2006,221.13,115.468,0.476,28.128,56.356,36.12
Kazakhstan,2007,227.55,126.145,0.597,24.135,56.49,36.14
Kazakhstan,2008,228.67,122.551,0.984,30.45,53.849,39.22
Kazakhstan,2009,223.11,132.119,0.933,30.456,40.541,36.62
Kazakhstan,2010,249.067,141.411,1.025,34.727,52.724,41.47
Kazakhstan,2011,239.66,139.157,1.066,39.194,40.957,40.79
Kazakhstan,2012,245.836,149.986,2.321,34.557,40.547,41.66
Kazakhstan,2013,253.729,148.153,3.031,31.295,50.826,41.04
Kazakhstan,2014,279.032,170.708,3.238,43.912,41.328,41.5
Kazakhstan,2015,288.582,169.796,3.457,52.976,41.93,40.69
Kazakhstan,2016,288.686,166.074,3.525,55.067,43.546,40.1
Kazakhstan,2017,307.909,174.175,3.817,63.128,45.737,40.1
Kazakhstan,2018,317.28,175.205,3.891,68.982,49.54,40.1
Kazakhstan,2019,295.869,174.366,3.8,50.437,49.665,40.1
Kazakhstan,2020,291.336,171.63,3.8,48.146,50.159,40.1
Kyrgyzstan,1991,16.002,6.181,0.65,3.075,5.851,7.8
Kyrgyzstan,1992,11.081,3.814,0.506,3.074,3.686,6.94
Kyrgyzstan,1993,8.502,3.437,0.321,2.316,2.429,5.93
Kyrgyzstan,1994,6.147,3.424,0.182,1.716,0.825,4.53
Kyrgyzstan,1995,4.512,1.246,0.14,1.729,1.396,4.06
Kyrgyzstan,1996,5.664,1.854,0.245,2.023,1.543,3.85
Kyrgyzstan,1997,5.575,1.942,0.295,1.663,1.674,3.85
Kyrgyzstan,1998,5.915,1.938,0.316,1.953,1.707,3.66
Kyrgyzstan,1999,4.648,1.916,0.171,1.15,1.411,3.53
Kyrgyzstan,2000,4.602,1.865,0.22,1.312,1.205,3.58
Kyrgyzstan,2001,3.861,1.229,0.205,1.342,1.086,3.67
Kyrgyzstan,2002,4.921,1.986,0.231,1.7,1.004,3.73
Kyrgyzstan,2003,5.382,2.407,0.325,1.403,1.246,3.6
Kyrgyzstan,2004,5.808,2.363,0.371,1.532,1.543,3.79
Kyrgyzstan,2005,5.515,2.319,0.411,1.414,1.37,3.68
Kyrgyzstan,2006,5.419,2.226,0.444,1.478,1.272,3.74
Kyrgyzstan,2007,6.519,2.305,0.506,1.473,2.235,3.8
Kyrgyzstan,2008,7.547,3.193,0.501,1.43,2.423,3.89
Kyrgyzstan,2009,6.737,2.752,0.24,0.623,3.122,4.09
Kyrgyzstan,2010,6.314,2.682,0.312,0.564,2.755,4.15
Kyrgyzstan,2011,7.554,2.865,0.412,0.638,3.638,4.26
Kyrgyzstan,2012,9.998,4.016,0.494,0.817,4.672,4.36
Kyrgyzstan,2013,9.658,3.576,0.66,0.627,4.796,4.49
Kyrgyzstan,2014,10.095,4.503,0.675,0.517,4.4,4.64
Kyrgyzstan,2015,10.279,4.338,0.584,0.524,4.833,4.71
Kyrgyzstan,2016,9.646,3.481,0.508,0.546,5.111,4.8
Kyrgyzstan,2017,9.348,3.389,0.587,0.579,4.793,4.8
Kyrgyzstan,2018,11.698,4.041,0.753,0.641,6.262,4.8
Kyrgyzstan,2019,11.018,3.75,0.753,0.607,5.907,4.8
Kyrgyzstan,2020,11.508,4.808,0.753,0.668,5.279,4.8
Latvia,1991,17.919,2.455,0.32,5.455,9.293,4.02
Latvia,1992,14.193,2.163,0.142,3.976,7.795,4.56
Latvia,1993,11.922,1.995,0.016,2.594,7.27,3.94
Latvia,1994,10.37,1.521,0.077,1.874,6.866,2.86
Latvia,1995,9.134,1.111,0.094,2.297,5.598,2.59
Latvia,1996,9.211,1.04,0.106,1.977,6.056,2.55
Latvia,1997,8.68,0.941,0.108,2.417,5.181,2.44
Latvia,1998,8.306,0.703,0.105,2.37,5.091,2.35
Latvia,1999,7.718,0.539,0.139,2.264,4.739,2.23
Latvia,2000,7.081,0.57,0.088,2.504,3.88,2.11
Latvia,2001,7.496,0.526,0.11,2.906,3.919,2.14
Latvia,2002,7.52,0.436,0.117,2.979,3.935,2.25
Latvia,2003,7.726,0.388,0.129,3.092,4.058,2.21
Latvia,2004,7.731,0.322,0.137,3.072,4.162,2.06
Latvia,2005,7.811,0.362,0.134,3.152,4.13,2.06
Latvia,2006,8.31,0.381,0.169,3.262,4.473,2.07
Latvia,2007,8.637,0.454,0.171,3.147,4.832,2.06
Latvia,2008,8.198,0.44,0.168,3.085,4.471,2.07
Latvia,2009,7.456,0.362,0.178,2.827,4.072,2
Latvia,2010,8.554,0.455,0.431,3.393,4.251,1.98
Latvia,2011,7.811,0.442,0.557,2.975,3.816,1.92
Latvia,2012,7.519,0.4,0.575,2.792,3.73,1.97
Latvia,2013,7.368,0.301,0.54,2.729,3.772,2.01
Latvia,2014,7.172,0.242,0.559,2.448,3.891,2.06
Latvia,2015,7.262,0.19,0.47,2.506,4.066,1.99
Latvia,2016,7.21,0.166,0.346,2.607,4.059,1.99
Latvia,2017,7.215,0.167,0.437,2.299,4.277,1.99
Latvia,2018,7.859,0.197,0.551,2.704,4.363,1.99
Latvia,2019,7.648,0.166,0.561,2.548,4.318,1.99
Latvia,2020,6.773,0.093,0.561,2.085,3.979,1.99
Lebanon,1991,8.115,0.278,0.091,0.095,8.024,1.26
Lebanon,1992,9.727,0.278,0.124,0.095,9.603,1.29
Lebanon,1993,10.355,0.278,0.191,0.095,9.885,1.33
Lebanon,1994,11.111,0.282,0.155,0.095,10.674,1.36
Lebanon,1995,12.255,0.476,0.475,0.095,11.303,1.49
Lebanon,1996,12.753,0.564,0.782,0.095,11.406,1.65
Lebanon,1997,15.099,0.575,0.846,0.095,13.678,1.78
Lebanon,1998,16.286,0.502,1.334,0.095,14.451,1.93
Lebanon,1999,16.43,0.506,1.334,0.095,14.59,2.07
Lebanon,2000,15.466,0.502,1.631,0.095,13.333,2.21
Lebanon,2001,16.407,0.502,1.688,0.095,14.216,2.25
Lebanon,2002,16.244,0.502,1.676,0.095,14.066,2.3
Lebanon,2003,18.529,0.502,2.305,0.095,15.723,2.35
Lebanon,2004,17.208,0.502,2.615,0.095,14.092,2.39
Lebanon,2005,16.65,0.502,2.749,0.095,13.399,2.44
Lebanon,2006,14.792,0.502,2.012,0.095,12.279,2.5
Lebanon,2007,13.746,0.502,2.263,0.095,10.981,2.54
Lebanon,2008,17.418,0.502,2.322,0.095,14.594,2.6
Lebanon,2009,20.958,0.502,2.542,0.095,17.818,2.65
Lebanon,2010,19.997,0.564,2.571,0.484,16.378,2.68
Lebanon,2011,20.264,0.627,2.578,0.484,17.06,2.79
Lebanon,2012,22.332,0.627,2.389,0.484,19.317,2.86
Lebanon,2013,22.163,0.502,2.539,0.484,19.122,2.92
Lebanon,2014,23.992,0.627,2.613,0.484,20.753,2.98
Lebanon,2015,25.735,0.627,2.395,0.484,22.713,3.04
Lebanon,2016,26.501,0.627,2.351,0.484,23.523,3.1
Lebanon,2017,27.977,0.627,2.395,0.484,24.956,3.1
Lebanon,2018,26.551,0.627,2.438,0.484,23.486,3.1
Lebanon,2019,26.658,0.502,2.438,0.484,23.717,3.1
Lebanon,2020,25.969,0.506,2.438,0.484,23.025,3.1
Libya,1991,42.62,0.015,0.971,9.273,25.283,67.94
Libya,1992,37.024,0.015,0.941,9.215,22.929,68.07
Libya,1993,38.708,0.011,0.94,8.897,25.533,68.2
Libya,1994,43.752,0.015,1.551,9.178,29.605,68.36
Libya,1995,45.69,0.015,1.308,9.064,31.878,68.56
Libya,1996,44.514,0.015,1.444,9.757,29.818,68.82
Libya,1997,45.506,0.015,1.025,10.189,30.72,68.95
Libya,1998,45.808,0.004,1.217,10.189,31.739,69.23
Libya,1999,45.055,0.004,1.215,7.925,33.35,69.33
Libya,2000,47.515,0.004,1.213,9.497,34.152,69.39
Libya,2001,48.463,0.004,1.208,10.076,34.563,71.86
Libya,2002,48.186,0.004,1.324,10.431,33.833,74.32
Libya,2003,49.474,0.004,1.398,10.563,34.936,76.82
Libya,2004,50.629,0.004,1.432,12.864,34.603,79.34
Libya,2005,56.989,0.004,1.435,11.039,39.543,81.84
Libya,2006,53.256,0.004,2.081,12.051,33.39,82.51
Libya,2007,49.977,0.004,2.016,12.106,30.261,83.13
Libya,2008,53.591,0.004,2.119,12.576,31.318,83.68
Libya,2009,53.121,0.004,2.503,11.234,33.112,84.28
Libya,2010,60.653,0.004,2.699,13.198,38.054,84.89
Libya,2011,49.212,0.004,1.339,10.168,35.2,73.1
Libya,2012,51.647,0.004,0.765,10.71,32.628,61.3
Libya,2013,41.914,0.004,0.778,13.272,21.616,49.52
Libya,2014,71.39,0.004,2.712,18.719,41.33,37.72
Libya,2015,58.184,0.004,1.937,15.671,32.034,25.91
Libya,2016,53.485,0.004,1.647,20.134,25.549,29.84
Libya,2017,54.399,0.004,2.542,18.15,26.225,29.84
Libya,2018,53.362,0.004,2.402,17.535,25.903,29.84
Libya,2019,54.509,0.004,2.402,17.836,26.749,29.84
Libya,2020,50.721,0.004,2.402,18.196,22.6,29.84
Lithuania,1991,37.85,3.555,1.55,10.917,21.319,7.06
Lithuania,1992,21.201,1.662,0.755,6.29,12.119,7.35
Lithuania,1993,16.354,1.465,0.364,3.414,10.926,6.28
Lithuania,1994,15.801,1.22,0.382,3.979,10.075,5.58
Lithuania,1995,15.092,0.979,0.308,4.566,9.063,5.16
Lithuania,1996,15.773,0.895,0.318,4.927,9.449,5
Lithuania,1997,15.196,0.738,0.366,4.548,9.349,4.99
Lithuania,1998,16.031,0.647,0.412,4.001,10.742,4.85
Lithuania,1999,13.483,0.548,0.346,4.032,8.39,4.59
Lithuania,2000,11.876,0.378,0.293,4.53,6.494,4.4
Lithuania,2001,12.627,0.342,0.283,4.642,7.156,4.14
Lithuania,2002,12.699,0.548,0.29,4.739,6.937,4.19
Lithuania,2003,12.693,0.714,0.292,5.127,6.387,4.27
Lithuania,2004,13.287,0.688,0.351,5.177,6.872,4.28
Lithuania,2005,14.117,0.763,0.383,5.552,7.238,4.24
Lithuania,2006,14.434,1.03,0.515,5.517,7.177,4.2
Lithuania,2007,15.824,1.025,0.524,6.552,7.56,4.19
Lithuania,2008,15.203,0.867,0.454,5.836,7.829,4.05
Lithuania,2009,13.042,0.689,0.284,4.921,6.893,3.92
Lithuania,2010,13.945,0.843,0.289,5.664,6.848,3.85
Lithuania,2011,14.293,0.973,0.32,6.16,6.526,3.69
Lithuania,2012,14.345,0.95,0.395,5.937,6.76,3.66
Lithuania,2013,13.355,1.092,0.461,4.914,6.552,3.54
Lithuania,2014,13.107,0.921,0.401,4.635,6.81,3.45
Lithuania,2015,13.319,0.736,0.518,4.649,7.132,3.42
Lithuania,2016,13.351,0.749,0.452,4.149,7.677,3.32
Lithuania,2017,13.572,0.801,0.45,4.279,7.764,3.32
Lithuania,2018,13.696,0.859,0.511,3.949,8.084,3.32
Lithuania,2019,13.923,0.801,0.578,4.081,8.192,3.32
Lithuania,2020,13.799,0.627,0.578,4.466,7.858,3.32
Luxembourg,1991,12.443,6.015,0.515,1.074,4.783,0.61
Luxembourg,1992,12.21,5.54,0.52,1.122,4.963,0.6
Luxembourg,1993,12.355,5.736,0.432,1.161,4.961,0.6
Luxembourg,1994,11.542,4.844,0.487,1.174,4.97,0.59
Luxembourg,1995,9.152,2.705,0.434,1.343,4.603,0.59
Luxembourg,1996,9.202,2.46,0.428,1.461,4.786,0.59
Luxembourg,1997,8.554,1.541,0.442,1.491,5.013,0.58
Luxembourg,1998,7.676,0.42,0.444,1.495,5.257,0.58
Luxembourg,1999,8.128,0.444,0.465,1.546,5.606,0.6
Luxembourg,2000,8.71,0.471,0.492,1.609,6.07,0.57
Luxembourg,2001,9.207,0.471,0.429,1.781,6.459,0.58
Luxembourg,2002,9.984,0.371,0.443,2.54,6.561,0.58
Luxembourg,2003,10.459,0.346,0.389,2.576,7.081,0.56
Luxembourg,2004,11.829,0.385,0.427,2.859,8.087,0.56
Luxembourg,2005,12.087,0.377,0.42,2.829,8.392,0.55
Luxembourg,2006,11.92,0.47,0.415,2.958,8.009,0.55
Luxembourg,2007,11.317,0.408,0.41,2.731,7.698,0.56
Luxembourg,2008,11.184,0.356,0.382,2.594,7.783,0.56
Luxembourg,2009,10.638,0.339,0.358,2.658,7.215,0.56
Luxembourg,2010,11.207,0.332,0.371,2.842,7.593,0.56
Luxembourg,2011,11.102,0.315,0.389,2.464,7.864,0.54
Luxembourg,2012,10.866,0.286,0.381,2.5,7.632,0.53
Luxembourg,2013,10.321,0.274,0.372,2.113,7.507,0.54
Luxembourg,2014,9.836,0.288,0.36,2.004,7.109,0.55
Luxembourg,2015,9.348,0.288,0.329,1.828,6.826,0.55
Luxembourg,2016,9.093,0.3,0.351,1.68,6.685,0.55
Luxembourg,2017,9.261,0.282,0.371,1.658,6.874,0.55
Luxembourg,2018,9.568,0.269,0.369,1.609,7.244,0.55
Luxembourg,2019,9.752,0.274,0.395,1.608,7.396,0.55
Luxembourg,2020,8.175,0.268,0.395,1.481,5.952,0.55
Malaysia,1991,65.785,6.071,3.384,13.293,39.776,30.54
Malaysia,1992,72.961,6.324,3.275,16.004,44.181,31.37
Malaysia,1993,86.719,5.386,3.425,22.027,50.29,32.31
Malaysia,1994,90.631,6.232,4.007,22.391,52.787,33.35
Malaysia,1995,113.934,6.331,4.285,42.008,55.887,34.01
Malaysia,1996,113.442,7.738,4.79,36.25,59.043,33.67
Malaysia,1997,122.085,6.375,5.207,35.442,69.242,35.05
Malaysia,1998,114.238,6.284,5.325,35.94,59.701,44.65
Malaysia,1999,108.291,5.207,5.48,37.959,52.824,35.67
Malaysia,2000,126.203,7.874,6.588,49.671,56.153,36.52
Malaysia,2001,133.988,9.93,6.327,48.582,63.481,35.87
Malaysia,2002,135.118,12.546,7.146,49.024,60.705,38.53
Malaysia,2003,156.521,18.214,8.21,61.881,62.222,39.35
Malaysia,2004,171.102,31.719,8.197,59.218,67.615,42.64
Malaysia,2005,181.333,26.11,8.062,64.08,68.799,44.04
Malaysia,2006,178.785,26.626,8.604,69.546,62.325,41.3
Malaysia,2007,182.455,29.934,8.346,65.438,68.827,43.58
Malaysia,2008,201.985,38.037,8.863,72.633,70.211,42.69
Malaysia,2009,200.713,46.591,8.386,65.443,68.612,48.08
Malaysia,2010,215.935,55.337,7.413,60.808,73.375,45.91
Malaysia,2011,216.994,55.544,8.105,64.784,71.753,45.84
Malaysia,2012,215.213,59.87,8.505,66.289,74.277,45.41
Malaysia,2013,242.487,57.989,9.369,82.274,87.213,46.66
Malaysia,2014,244.833,57.866,9.857,82.562,88.718,51.54
Malaysia,2015,231.844,66.318,8.981,77.211,76.189,48.14
Malaysia,2016,250.561,71.045,13.416,73.525,88.368,48.72
Malaysia,2017,250.561,78.607,11.295,70.426,81.271,48.72
Malaysia,2018,272.229,84.147,12.016,84.261,82.891,48.72
Malaysia,2019,278.659,86.191,12.016,84.299,87.239,48.72
Malaysia,2020,272.607,102.608,12.016,71.954,77.115,48.72
Mexico,1991,330.133,15.51,10.955,55.268,246.532,90.28
Mexico,1992,332.78,14.806,11.751,55.612,248.72,89.72
Mexico,1993,338.067,18.203,12.389,55.066,249.797,97.55
Mexico,1994,351.528,20.247,13.836,56.902,258.052,98.15
Mexico,1995,331.597,22.266,11.033,56.92,237.244,99.13
Mexico,1996,345.766,25.197,12.272,62.745,236.842,101.91
Mexico,1997,368.645,25.574,12.907,65.772,252.202,106.34
Mexico,1998,388.357,26.267,13.412,71.088,264.274,114.51
Mexico,1999,390.516,26.003,13.901,69.803,271.403,106.74
Mexico,2000,396.066,26.7,14.567,81.202,263.874,109.03
Mexico,2001,410.698,30.638,14.059,82.887,275.577,105.51
Mexico,2002,411.968,34.701,14.548,92.171,265.359,107.35
Mexico,2003,437.758,42.458,14.65,101.903,273.195,114.02
Mexico,2004,438.857,37.882,15.346,105.647,276.736,107.39
Mexico,2005,463.993,46.808,16.674,105.516,291.123,112.54
Mexico,2006,476.565,50.288,17.818,117.937,284.689,115.83
Mexico,2007,479.787,45.84,18.973,117.274,286.649,121.97
